Full Name,UB MAIL,CURRENT DEGREE,SKILLS,WORK EXPERIENCE,PROJECTS,GENDER,GPA,JOINING
Sydney Conner,matthew02@example.org,PHD,BACKEND,7,4,FEMALE,3.93,IMMEDIATELY
Lisa Fuentes,deanpruitt@example.com,PHD,AI/ML,3,7,FEMALE,3.34,INTERESTED TO JOIN
James Martinez,lopezcarol@example.net,MASTERS,CYBER SECURITY,7,2,FEMALE,3.56,INTERESTED TO JOIN
Robert Rogers,garciaruben@example.com,PHD,FRONTEND,0,0,OTHERS,3.61,IMMEDIATELY
Catherine Humphrey,jessicanelson@example.org,UNDER GRAD,BACKEND,5,6,OTHERS,3.91,INTERESTED TO JOIN
Linda Henderson,bnguyen@example.com,PHD,CLOUD,1,2,OTHERS,3.85,INTERESTED TO JOIN
Daniel Mercer,banksnoah@example.net,PHD,FULLSTACK,0,2,OTHERS,3.32,IMMEDIATELY
Monica Griffith,mavery@example.net,UNDER GRAD,BACKEND,5,1,MALE,3.38,IMMEDIATELY
Derrick Brooks,brivera@example.org,PHD,APP DEV,0,4,OTHERS,3.98,INTERESTED TO JOIN
Mark Davis,chughes@example.org,PHD,APP DEV,1,4,MALE,3.78,IMMEDIATELY
Kimberly Contreras,richardbrady@example.org,PHD,APP DEV,0,4,FEMALE,3.29,IMMEDIATELY
Andrew Guzman Jr.,julianpierce@example.org,MASTERS,WEB DEV,5,4,OTHERS,3.05,INTERESTED TO JOIN
Miss Lindsay Martin,slewis@example.net,MASTERS,FRONTEND,5,6,FEMALE,3.54,IMMEDIATELY
Katie Benjamin,amber49@example.net,UNDER GRAD,CLOUD,6,2,OTHERS,3.86,IMMEDIATELY
Angela Rodriguez,davisstefanie@example.com,PHD,APP DEV,2,3,MALE,3.87,IMMEDIATELY
Timothy Hoover,thomasandrew@example.com,MASTERS,FRONTEND,7,2,OTHERS,3.97,IMMEDIATELY
Paige Heath,sharoncrawford@example.com,UNDER GRAD,BACKEND,4,0,OTHERS,3.91,IMMEDIATELY
Donna Gibson,tbentley@example.com,PHD,CYBER SECURITY,1,9,OTHERS,3.41,IMMEDIATELY
Jeremy Brock,smithisaac@example.com,MASTERS,FRONTEND,0,7,OTHERS,3.13,IMMEDIATELY
Leonard Wood,brittanyterrell@example.net,UNDER GRAD,BACKEND,4,3,FEMALE,3.62,INTERESTED TO JOIN
Danielle Gutierrez,dhamilton@example.org,PHD,FULLSTACK,0,9,FEMALE,3.05,IMMEDIATELY
Travis Hayes,reyeslatasha@example.com,UNDER GRAD,FRONTEND,4,1,OTHERS,3.74,INTERESTED TO JOIN
Timothy Hill,james21@example.org,PHD,CYBER SECURITY,3,8,MALE,3.3,IMMEDIATELY
Christine Singh DVM,bdoyle@example.org,UNDER GRAD,CYBER SECURITY,6,7,MALE,3.85,IMMEDIATELY
James Nelson,ljoseph@example.com,MASTERS,BACKEND,3,8,OTHERS,3.31,INTERESTED TO JOIN
Sarah Meyers,marcus64@example.org,MASTERS,BACKEND,6,8,OTHERS,3.99,IMMEDIATELY
Lisa Chambers,pking@example.com,MASTERS,CLOUD,0,3,MALE,3.14,IMMEDIATELY
Terri Jackson,kelly80@example.com,UNDER GRAD,FULLSTACK,6,6,OTHERS,3.13,INTERESTED TO JOIN
James Green,arodriguez@example.net,UNDER GRAD,APP DEV,3,8,OTHERS,3.1,IMMEDIATELY
Cynthia Dougherty,kyliechang@example.org,MASTERS,CYBER SECURITY,7,10,FEMALE,3.14,INTERESTED TO JOIN
Tracey Young,onixon@example.com,UNDER GRAD,BACKEND,5,5,FEMALE,3.53,IMMEDIATELY
Mr. Kenneth Fischer,ukent@example.org,UNDER GRAD,APP DEV,1,3,FEMALE,3.62,IMMEDIATELY
Larry Simon,canderson@example.net,MASTERS,CYBER SECURITY,5,9,OTHERS,3.06,IMMEDIATELY
Anna Cox,davidnichols@example.net,UNDER GRAD,BACKEND,6,3,OTHERS,3.05,INTERESTED TO JOIN
Dr. Heather Patrick DDS,beasleymary@example.com,PHD,FULLSTACK,5,4,OTHERS,3.78,IMMEDIATELY
Paul Hall,proctorvicki@example.net,PHD,BACKEND,6,9,FEMALE,3.58,IMMEDIATELY
Jared Anderson,chapmanlori@example.net,PHD,FULLSTACK,0,5,OTHERS,3.27,IMMEDIATELY
Melissa Garner MD,denise66@example.com,UNDER GRAD,BACKEND,4,7,OTHERS,3.41,IMMEDIATELY
Alejandra Williams,miguelwashington@example.net,MASTERS,FULLSTACK,5,6,MALE,3.55,IMMEDIATELY
Todd Jimenez,victoriabean@example.com,PHD,FULLSTACK,4,3,FEMALE,3.87,INTERESTED TO JOIN
Victoria Garcia,amanda85@example.org,UNDER GRAD,APP DEV,7,7,OTHERS,3.09,INTERESTED TO JOIN
Jonathan Hopkins,ghamilton@example.com,UNDER GRAD,BACKEND,6,0,OTHERS,3.84,IMMEDIATELY
Rebecca Mack,wilsonsteven@example.net,UNDER GRAD,WEB DEV,7,10,FEMALE,3.53,INTERESTED TO JOIN
Danielle Lindsey,pcarter@example.net,MASTERS,CYBER SECURITY,3,2,MALE,3.49,INTERESTED TO JOIN
Daniel Green,leslie71@example.net,PHD,FULLSTACK,1,4,OTHERS,3.54,INTERESTED TO JOIN
David Gilbert,stevenrodriguez@example.org,UNDER GRAD,WEB DEV,6,3,OTHERS,3.23,IMMEDIATELY
Allison Bailey,mvargas@example.net,UNDER GRAD,CLOUD,1,10,FEMALE,3.94,IMMEDIATELY
Karen Hill,davisjeffrey@example.org,MASTERS,FRONTEND,7,0,MALE,3.1,IMMEDIATELY
Lisa Cobb,deborahaguilar@example.net,PHD,FULLSTACK,4,7,MALE,3.73,IMMEDIATELY
Paul Bailey,vickiedavid@example.com,UNDER GRAD,FRONTEND,0,8,MALE,3.97,INTERESTED TO JOIN
Theresa Ellis,jennifer83@example.org,UNDER GRAD,CYBER SECURITY,2,2,OTHERS,3.38,IMMEDIATELY
Deborah Green,perezscott@example.net,UNDER GRAD,BACKEND,5,2,FEMALE,3.41,IMMEDIATELY
Mrs. Kerri Kent DVM,nicolemartinez@example.org,UNDER GRAD,BACKEND,2,10,MALE,3.93,IMMEDIATELY
Kevin Moore,shannon75@example.com,UNDER GRAD,FRONTEND,5,3,FEMALE,3.67,IMMEDIATELY
Jennifer Whitehead,kristina14@example.org,PHD,CYBER SECURITY,0,4,OTHERS,3.38,IMMEDIATELY
Laura Fernandez,ccarlson@example.com,MASTERS,APP DEV,0,4,MALE,3.68,INTERESTED TO JOIN
Michael Parker,charles15@example.com,PHD,CYBER SECURITY,0,5,MALE,3.31,IMMEDIATELY
Daniel Schultz,kimberlywatson@example.com,MASTERS,APP DEV,6,9,MALE,3.52,INTERESTED TO JOIN
Jennifer Potts,mmassey@example.org,MASTERS,FULLSTACK,1,1,MALE,3.52,IMMEDIATELY
Dylan Green,robertlogan@example.org,UNDER GRAD,CYBER SECURITY,4,0,OTHERS,3.07,IMMEDIATELY
Gerald Hebert,smithkeith@example.com,PHD,CYBER SECURITY,5,10,OTHERS,3.82,INTERESTED TO JOIN
Courtney Faulkner,larsencheryl@example.com,PHD,BACKEND,1,9,MALE,3.89,INTERESTED TO JOIN
Theresa Khan,mark94@example.com,PHD,CLOUD,6,9,MALE,3.34,INTERESTED TO JOIN
Linda Hernandez,sullivangregory@example.net,MASTERS,AI/ML,3,10,FEMALE,3.81,INTERESTED TO JOIN
Kristin Long,erik85@example.net,MASTERS,WEB DEV,1,10,FEMALE,3.17,INTERESTED TO JOIN
Phillip Cabrera,grossvirginia@example.net,MASTERS,BACKEND,4,10,MALE,3.01,IMMEDIATELY
Bruce Lloyd,ujohnson@example.net,PHD,WEB DEV,6,10,FEMALE,3.22,IMMEDIATELY
Kelly Marshall,chelsea96@example.net,MASTERS,AI/ML,4,3,OTHERS,3.12,IMMEDIATELY
Amy Johnson,deborah67@example.net,MASTERS,WEB DEV,7,6,FEMALE,3.18,IMMEDIATELY
Amanda Brown,stephanieclay@example.com,PHD,APP DEV,6,6,OTHERS,3.26,IMMEDIATELY
Eddie Curtis,matthew82@example.org,MASTERS,CYBER SECURITY,6,8,OTHERS,3.3,IMMEDIATELY
David Rice,steven83@example.net,MASTERS,WEB DEV,5,0,FEMALE,3.82,INTERESTED TO JOIN
Jeffrey Lawrence,reynoldssavannah@example.com,PHD,CLOUD,7,7,MALE,3.86,INTERESTED TO JOIN
Larry Murray,stevenmaddox@example.org,UNDER GRAD,FRONTEND,6,4,OTHERS,3.97,INTERESTED TO JOIN
Janet Pratt,thomasvilla@example.org,MASTERS,AI/ML,0,5,FEMALE,3.43,IMMEDIATELY
Ryan Smith,olsonmichelle@example.org,MASTERS,APP DEV,7,8,FEMALE,3.0,IMMEDIATELY
Sarah Bonilla,jennifer79@example.com,MASTERS,CYBER SECURITY,5,5,FEMALE,3.58,IMMEDIATELY
Megan Davis,bryan01@example.net,UNDER GRAD,FRONTEND,3,4,MALE,3.12,INTERESTED TO JOIN
Mr. Timothy Palmer,christopher83@example.com,UNDER GRAD,CLOUD,4,8,OTHERS,3.44,INTERESTED TO JOIN
Daniel Cook,richard21@example.com,MASTERS,APP DEV,5,8,OTHERS,3.75,IMMEDIATELY
Ryan Patterson,wklein@example.org,UNDER GRAD,FRONTEND,5,9,MALE,3.58,INTERESTED TO JOIN
Brian Winters,flemingemily@example.org,MASTERS,FRONTEND,4,10,FEMALE,3.61,INTERESTED TO JOIN
Trevor Rowe,mstewart@example.org,UNDER GRAD,FULLSTACK,3,8,MALE,3.29,IMMEDIATELY
Jeffrey Williams,sonya27@example.net,PHD,BACKEND,5,7,FEMALE,3.92,INTERESTED TO JOIN
Michael Zhang,gregoryblake@example.org,UNDER GRAD,FRONTEND,5,5,MALE,3.89,INTERESTED TO JOIN
Mrs. Heather Cabrera MD,oscar03@example.org,PHD,APP DEV,6,10,MALE,3.34,IMMEDIATELY
Timothy Cross,donna78@example.org,MASTERS,WEB DEV,5,5,FEMALE,3.37,INTERESTED TO JOIN
Brian Castillo,ronaldsanders@example.org,PHD,CLOUD,5,5,FEMALE,3.02,IMMEDIATELY
Patrick Bruce,matthew15@example.org,PHD,FRONTEND,0,8,FEMALE,3.13,INTERESTED TO JOIN
Teresa Stewart,clarkjohn@example.net,PHD,APP DEV,5,7,FEMALE,3.89,INTERESTED TO JOIN
Rebecca Velazquez,pearsonruth@example.org,UNDER GRAD,BACKEND,3,2,OTHERS,3.91,INTERESTED TO JOIN
Tiffany Flores,michelle40@example.net,PHD,WEB DEV,7,0,OTHERS,3.19,INTERESTED TO JOIN
Diana Brown,hoffmanyolanda@example.com,PHD,WEB DEV,6,7,MALE,3.58,IMMEDIATELY
Kelly Benson,jamesparks@example.com,MASTERS,FULLSTACK,6,9,OTHERS,3.83,INTERESTED TO JOIN
Tyler Barker,vlewis@example.com,MASTERS,APP DEV,0,7,FEMALE,3.22,INTERESTED TO JOIN
Amanda Stephens,zwatson@example.net,PHD,CYBER SECURITY,1,5,OTHERS,3.0,INTERESTED TO JOIN
Timothy Bowen,nathanlopez@example.net,UNDER GRAD,WEB DEV,4,10,MALE,3.66,INTERESTED TO JOIN
Michael Shelton,kevinwalker@example.com,PHD,FRONTEND,0,2,FEMALE,3.91,INTERESTED TO JOIN
Heather Chang,donnamolina@example.com,PHD,CYBER SECURITY,3,0,MALE,3.95,INTERESTED TO JOIN
Michael Wilcox,tylermoore@example.net,UNDER GRAD,CLOUD,6,8,MALE,3.8,IMMEDIATELY
Alicia Oneal,wardmark@example.net,PHD,APP DEV,1,8,FEMALE,3.93,INTERESTED TO JOIN
Raymond Campbell,hensoncharles@example.com,UNDER GRAD,CYBER SECURITY,7,0,MALE,3.03,INTERESTED TO JOIN
Janet Nelson,zachary93@example.com,UNDER GRAD,BACKEND,4,5,MALE,3.51,INTERESTED TO JOIN
Barbara Anderson,autumnliu@example.org,UNDER GRAD,CLOUD,0,4,FEMALE,3.63,IMMEDIATELY
Brandi Roman,wuadrienne@example.net,MASTERS,APP DEV,0,9,OTHERS,3.57,INTERESTED TO JOIN
William Wilson,kingdaniel@example.com,UNDER GRAD,WEB DEV,5,7,OTHERS,3.58,INTERESTED TO JOIN
Sarah Short,vfletcher@example.com,PHD,FRONTEND,2,5,OTHERS,3.2,INTERESTED TO JOIN
Sarah Martin,jenniferdavis@example.com,MASTERS,BACKEND,3,4,MALE,3.28,IMMEDIATELY
Mrs. Teresa Ramos,browndavid@example.org,PHD,CLOUD,0,5,FEMALE,3.84,INTERESTED TO JOIN
Sharon Saunders,vwilliams@example.net,UNDER GRAD,WEB DEV,2,7,OTHERS,3.35,IMMEDIATELY
Mr. Dakota Espinoza DVM,phaley@example.org,UNDER GRAD,CYBER SECURITY,0,0,FEMALE,3.71,INTERESTED TO JOIN
Jerry Ross,vbrennan@example.net,UNDER GRAD,APP DEV,6,1,MALE,3.78,INTERESTED TO JOIN
Theodore Moore,zachary21@example.com,PHD,APP DEV,2,4,FEMALE,4.0,IMMEDIATELY
David Harris,ygraham@example.com,MASTERS,WEB DEV,0,0,MALE,3.86,INTERESTED TO JOIN
Michelle Garcia,bradleyfernandez@example.org,PHD,FRONTEND,3,6,MALE,3.19,INTERESTED TO JOIN
Jonathan Brown,walshdana@example.net,PHD,FRONTEND,0,4,MALE,3.14,IMMEDIATELY
Beth Walker,karen98@example.org,MASTERS,APP DEV,1,4,FEMALE,3.68,IMMEDIATELY
Mrs. Jennifer Pittman,fishercathy@example.net,MASTERS,AI/ML,0,6,MALE,3.74,IMMEDIATELY
Casey Johnson,kmcdonald@example.com,UNDER GRAD,FRONTEND,6,3,OTHERS,3.67,INTERESTED TO JOIN
Ronald Crawford,ifoster@example.com,UNDER GRAD,CLOUD,1,0,FEMALE,3.99,IMMEDIATELY
Timothy Holmes,jamiecastillo@example.net,UNDER GRAD,AI/ML,4,6,OTHERS,3.56,INTERESTED TO JOIN
Stephanie Mills,loweryashley@example.net,MASTERS,AI/ML,3,0,FEMALE,3.69,INTERESTED TO JOIN
Michele Wilson DDS,calvin15@example.org,UNDER GRAD,CLOUD,3,3,MALE,3.41,IMMEDIATELY
Colton Robinson,swade@example.net,UNDER GRAD,AI/ML,6,9,MALE,3.09,IMMEDIATELY
Douglas Wise,millerann@example.net,PHD,FULLSTACK,4,8,MALE,3.03,IMMEDIATELY
Daniel Anderson DVM,millerwilliam@example.com,MASTERS,BACKEND,1,7,MALE,3.78,IMMEDIATELY
Frederick Jackson,robert81@example.net,UNDER GRAD,FULLSTACK,4,6,MALE,3.26,INTERESTED TO JOIN
Charles Acevedo,johnalexander@example.com,UNDER GRAD,BACKEND,2,8,FEMALE,3.88,INTERESTED TO JOIN
Veronica Davidson,leejoseph@example.net,MASTERS,FRONTEND,6,6,FEMALE,3.07,INTERESTED TO JOIN
Jesus Lane,yneal@example.com,PHD,FULLSTACK,2,1,MALE,3.47,INTERESTED TO JOIN
Michele Barnett MD,bpeterson@example.net,MASTERS,WEB DEV,1,1,FEMALE,3.46,IMMEDIATELY
Jennifer Myers,nicole93@example.org,PHD,APP DEV,2,2,FEMALE,3.83,IMMEDIATELY
Kevin Krueger,smallkevin@example.net,PHD,FRONTEND,3,2,OTHERS,3.06,IMMEDIATELY
Christina Dougherty,ehawkins@example.net,UNDER GRAD,FULLSTACK,5,8,FEMALE,3.62,IMMEDIATELY
Amber Clark,ygarcia@example.net,PHD,BACKEND,2,0,MALE,3.71,IMMEDIATELY
Kenneth Allen DVM,mthomas@example.net,UNDER GRAD,FULLSTACK,4,3,OTHERS,3.08,INTERESTED TO JOIN
Jessica Benjamin,gregorybailey@example.com,UNDER GRAD,APP DEV,0,1,OTHERS,3.86,IMMEDIATELY
Frances Ellis,floydrebekah@example.net,MASTERS,BACKEND,6,6,OTHERS,3.65,INTERESTED TO JOIN
Grant Marshall,amandabennett@example.org,UNDER GRAD,CYBER SECURITY,6,6,OTHERS,3.28,INTERESTED TO JOIN
Jeffrey Odonnell,christina46@example.org,UNDER GRAD,AI/ML,7,0,MALE,3.12,IMMEDIATELY
Zachary Sanders,omerritt@example.net,PHD,BACKEND,2,4,MALE,3.21,INTERESTED TO JOIN
Bryan Farley,heidirush@example.org,MASTERS,CYBER SECURITY,2,5,OTHERS,3.33,INTERESTED TO JOIN
Oscar Oneill,samuelmiller@example.org,UNDER GRAD,APP DEV,4,4,OTHERS,3.27,INTERESTED TO JOIN
Travis Griffin,johncardenas@example.net,PHD,FRONTEND,6,7,OTHERS,3.1,INTERESTED TO JOIN
George Schroeder,randalltorres@example.com,UNDER GRAD,CYBER SECURITY,5,6,MALE,3.96,INTERESTED TO JOIN
Jacob Stevens,danielsthomas@example.org,UNDER GRAD,WEB DEV,4,7,OTHERS,3.12,IMMEDIATELY
Martin Brown,vicki07@example.net,PHD,AI/ML,1,1,MALE,3.12,INTERESTED TO JOIN
Melissa Cruz,lewisdavid@example.net,PHD,APP DEV,0,5,OTHERS,3.14,IMMEDIATELY
Margaret Smith,parkerjoseph@example.net,UNDER GRAD,CYBER SECURITY,6,8,FEMALE,3.35,INTERESTED TO JOIN
Anthony Gonzales,samuelscott@example.com,UNDER GRAD,BACKEND,5,8,MALE,3.42,IMMEDIATELY
Judith Cole,susanallen@example.org,PHD,WEB DEV,6,1,FEMALE,3.55,INTERESTED TO JOIN
Scott Cooley,rrobbins@example.net,PHD,APP DEV,3,10,OTHERS,3.08,INTERESTED TO JOIN
Stephen Roberts,chloe04@example.net,UNDER GRAD,FULLSTACK,5,3,OTHERS,3.37,IMMEDIATELY
Megan Dunn,jessica79@example.org,PHD,AI/ML,4,2,FEMALE,3.72,INTERESTED TO JOIN
Ashley Warner,andersonmelissa@example.net,MASTERS,CYBER SECURITY,1,0,FEMALE,3.07,IMMEDIATELY
Christine Edwards,hernandezdouglas@example.net,PHD,WEB DEV,2,2,OTHERS,3.21,IMMEDIATELY
Yvonne Keller,amy99@example.org,MASTERS,FRONTEND,6,2,FEMALE,3.5,INTERESTED TO JOIN
Nicole Arellano,jodi14@example.com,PHD,FRONTEND,4,8,OTHERS,3.48,INTERESTED TO JOIN
Jasmine Joyce,kristine25@example.com,UNDER GRAD,WEB DEV,1,7,MALE,3.96,IMMEDIATELY
Jordan Johnson,lindalarson@example.net,UNDER GRAD,CLOUD,0,2,MALE,3.82,INTERESTED TO JOIN
Brandi Armstrong,terryjeremy@example.com,PHD,AI/ML,0,1,FEMALE,3.68,INTERESTED TO JOIN
Christina Brown,stephenskelsey@example.org,PHD,FRONTEND,2,0,FEMALE,3.85,INTERESTED TO JOIN
Kendra Contreras,batesthomas@example.com,PHD,WEB DEV,1,1,MALE,3.7,IMMEDIATELY
Aaron Paul,chriskelly@example.net,UNDER GRAD,AI/ML,3,6,MALE,3.01,INTERESTED TO JOIN
Jackie Raymond,roykelly@example.org,MASTERS,BACKEND,3,3,MALE,3.26,IMMEDIATELY
Alexander Humphrey,kari20@example.com,PHD,APP DEV,5,8,FEMALE,3.38,INTERESTED TO JOIN
Elizabeth Cantu,yblack@example.net,MASTERS,FULLSTACK,4,4,FEMALE,3.88,INTERESTED TO JOIN
Cassandra Pratt,inichols@example.net,UNDER GRAD,FRONTEND,7,7,MALE,3.63,INTERESTED TO JOIN
Ashley Norton,freemanjill@example.org,PHD,AI/ML,3,8,OTHERS,3.32,IMMEDIATELY
Ann Berg,jaycampbell@example.org,UNDER GRAD,FRONTEND,0,10,FEMALE,3.55,IMMEDIATELY
Brian Price,jbrown@example.com,UNDER GRAD,FRONTEND,3,2,FEMALE,3.07,INTERESTED TO JOIN
Victoria Horton,sclark@example.com,MASTERS,FULLSTACK,4,4,FEMALE,3.12,IMMEDIATELY
Mary Fox,helen17@example.org,UNDER GRAD,APP DEV,7,10,OTHERS,3.04,IMMEDIATELY
Dr. Dominique Williams DVM,nschultz@example.net,MASTERS,FRONTEND,4,10,FEMALE,3.44,INTERESTED TO JOIN
Russell Reed,warrennancy@example.net,UNDER GRAD,WEB DEV,3,7,OTHERS,3.89,INTERESTED TO JOIN
Sandra Snyder,lisa02@example.com,UNDER GRAD,AI/ML,7,9,FEMALE,3.09,IMMEDIATELY
Daniel Vaughn,sanchezdavid@example.com,UNDER GRAD,FRONTEND,2,6,MALE,3.6,IMMEDIATELY
Angel Ferguson,vincentmonica@example.org,UNDER GRAD,AI/ML,1,4,FEMALE,3.22,IMMEDIATELY
Steven Horn,kathleenhoffman@example.org,UNDER GRAD,CYBER SECURITY,5,7,OTHERS,3.43,IMMEDIATELY
David Shaffer,ujames@example.org,PHD,WEB DEV,2,3,FEMALE,3.44,INTERESTED TO JOIN
Carrie Jackson,kristenbennett@example.com,MASTERS,CLOUD,0,6,MALE,3.57,INTERESTED TO JOIN
Katherine Barker,mackenzie92@example.org,PHD,BACKEND,0,9,FEMALE,3.81,IMMEDIATELY
Daniel Foster,wyattpittman@example.net,MASTERS,AI/ML,1,3,MALE,3.09,IMMEDIATELY
Michael Hardy,amandawilliams@example.net,MASTERS,AI/ML,6,4,OTHERS,3.57,IMMEDIATELY
Jeanette Mack,jared06@example.com,PHD,AI/ML,3,7,MALE,3.12,INTERESTED TO JOIN
Sarah Douglas,pcole@example.net,PHD,CLOUD,3,9,OTHERS,3.94,INTERESTED TO JOIN
Allen Jones,jamie69@example.org,MASTERS,FULLSTACK,6,6,OTHERS,3.35,INTERESTED TO JOIN
Roger Davis,kellijoseph@example.com,UNDER GRAD,WEB DEV,4,0,OTHERS,3.48,IMMEDIATELY
Laura Myers,joseph11@example.org,PHD,CLOUD,0,9,FEMALE,3.75,IMMEDIATELY
Stephanie Osborne,wallsnancy@example.com,UNDER GRAD,FULLSTACK,4,3,MALE,3.16,IMMEDIATELY
Eugene Tyler,tgonzalez@example.org,UNDER GRAD,AI/ML,2,6,FEMALE,3.74,INTERESTED TO JOIN
Susan Jarvis,ftodd@example.net,MASTERS,AI/ML,0,2,MALE,3.49,INTERESTED TO JOIN
Travis Davis,rojasjohn@example.com,UNDER GRAD,AI/ML,5,0,OTHERS,3.67,INTERESTED TO JOIN
Jacqueline Davidson,williamsaustin@example.com,PHD,FRONTEND,6,10,OTHERS,3.44,INTERESTED TO JOIN
Anthony Morrison,lsuarez@example.org,UNDER GRAD,CLOUD,0,6,MALE,3.34,IMMEDIATELY
Stacey Malone,markbarber@example.org,MASTERS,FRONTEND,7,9,OTHERS,3.61,INTERESTED TO JOIN
Shari Smith,medinajoshua@example.com,MASTERS,CLOUD,4,1,FEMALE,3.86,IMMEDIATELY
Lindsay Meyer,zhernandez@example.com,MASTERS,CYBER SECURITY,1,9,FEMALE,3.56,INTERESTED TO JOIN
Bryan Foley,brian38@example.net,UNDER GRAD,BACKEND,5,8,OTHERS,3.39,IMMEDIATELY
Mark Cantu,hwatson@example.net,UNDER GRAD,AI/ML,3,1,OTHERS,3.62,IMMEDIATELY
Mrs. Stephanie Cantrell,jacksonsarah@example.net,MASTERS,BACKEND,0,3,FEMALE,3.15,INTERESTED TO JOIN
Pamela Holt DDS,perezmegan@example.org,MASTERS,BACKEND,4,5,MALE,3.5,INTERESTED TO JOIN
Amber Jones,yangkeith@example.net,PHD,CLOUD,7,3,FEMALE,3.81,INTERESTED TO JOIN
Sean Carter,walkerbrenda@example.com,PHD,BACKEND,0,9,FEMALE,3.75,INTERESTED TO JOIN
Aaron Liu,mooretaylor@example.org,MASTERS,FULLSTACK,1,0,MALE,3.28,IMMEDIATELY
David Weaver,johnsonadam@example.net,PHD,FULLSTACK,1,3,OTHERS,3.72,INTERESTED TO JOIN
Julie Mayo,lmartin@example.net,UNDER GRAD,CYBER SECURITY,3,8,MALE,3.88,IMMEDIATELY
Raymond Roth,jmarshall@example.net,PHD,AI/ML,1,5,OTHERS,3.28,INTERESTED TO JOIN
James Watkins Jr.,bhoward@example.org,MASTERS,CYBER SECURITY,4,4,OTHERS,3.86,INTERESTED TO JOIN
Donna Ferrell,sancheznathan@example.net,MASTERS,CYBER SECURITY,5,3,OTHERS,3.42,IMMEDIATELY
Amanda Gardner,wendyprice@example.org,UNDER GRAD,BACKEND,4,0,FEMALE,3.35,INTERESTED TO JOIN
Dominic Thompson,lrodriguez@example.net,UNDER GRAD,FRONTEND,7,6,FEMALE,3.64,INTERESTED TO JOIN
Crystal Martinez,stacy99@example.org,MASTERS,WEB DEV,0,9,MALE,3.84,IMMEDIATELY
James Morrison Jr.,katherine14@example.com,MASTERS,FULLSTACK,7,1,MALE,3.96,IMMEDIATELY
Morgan Jordan,clarkbreanna@example.net,MASTERS,FRONTEND,2,6,OTHERS,3.57,IMMEDIATELY
Claire Briggs,jhughes@example.net,MASTERS,APP DEV,7,4,FEMALE,3.14,IMMEDIATELY
Scott Wheeler,loriyang@example.org,PHD,BACKEND,1,1,FEMALE,3.2,INTERESTED TO JOIN
Kevin Lam,hernandezdavid@example.org,MASTERS,AI/ML,1,5,FEMALE,3.69,IMMEDIATELY
Sarah Frank,angela52@example.org,UNDER GRAD,BACKEND,6,8,FEMALE,3.92,IMMEDIATELY
Shannon Carrillo,kmcbride@example.org,MASTERS,APP DEV,3,6,FEMALE,3.21,INTERESTED TO JOIN
Mark Walsh,shanedennis@example.org,MASTERS,FULLSTACK,6,2,OTHERS,3.53,IMMEDIATELY
Kaitlyn Anderson,nunezwyatt@example.com,UNDER GRAD,APP DEV,3,5,MALE,3.69,IMMEDIATELY
Susan Harris,laurie13@example.com,PHD,CLOUD,1,6,OTHERS,3.47,IMMEDIATELY
Brittany Freeman,coxpaul@example.org,UNDER GRAD,BACKEND,4,10,FEMALE,3.58,INTERESTED TO JOIN
Jason Wade,millercharles@example.net,PHD,CYBER SECURITY,6,3,MALE,3.1,INTERESTED TO JOIN
Matthew Preston,duncanelizabeth@example.net,PHD,FRONTEND,7,0,OTHERS,3.42,INTERESTED TO JOIN
Erica Robinson,allenstephanie@example.net,UNDER GRAD,CLOUD,1,5,FEMALE,3.68,INTERESTED TO JOIN
Holly Jimenez,qlee@example.com,UNDER GRAD,FULLSTACK,5,2,MALE,3.5,INTERESTED TO JOIN
Jacob Rogers,gina95@example.org,PHD,AI/ML,4,10,FEMALE,3.02,IMMEDIATELY
Pamela Mcdaniel,pbrown@example.net,MASTERS,AI/ML,5,2,MALE,3.57,INTERESTED TO JOIN
Michelle Campbell,samanthamccormick@example.com,MASTERS,CYBER SECURITY,7,7,OTHERS,3.2,IMMEDIATELY
Joshua Holland,tammymorris@example.com,MASTERS,APP DEV,5,8,OTHERS,3.95,INTERESTED TO JOIN
Robert Salas,crystal66@example.net,MASTERS,CYBER SECURITY,7,3,OTHERS,3.46,IMMEDIATELY
Richard Young,kaitlynpaul@example.com,MASTERS,CYBER SECURITY,0,3,FEMALE,3.2,IMMEDIATELY
Jared Davis,leonardrobert@example.net,UNDER GRAD,CYBER SECURITY,7,5,FEMALE,3.18,IMMEDIATELY
Roberto Rodriguez,parkercaleb@example.org,MASTERS,CYBER SECURITY,2,7,OTHERS,3.99,IMMEDIATELY
Mr. Jose Martinez,ulambert@example.net,MASTERS,CYBER SECURITY,0,7,MALE,3.92,INTERESTED TO JOIN
Benjamin Pope,youngdaniel@example.com,PHD,FRONTEND,2,8,MALE,3.84,INTERESTED TO JOIN
Nicole Chan,fnguyen@example.com,UNDER GRAD,AI/ML,7,4,FEMALE,3.59,IMMEDIATELY
Cynthia Brooks,karenadkins@example.net,PHD,AI/ML,6,5,OTHERS,3.82,IMMEDIATELY
Laura Parker,igarcia@example.com,PHD,CYBER SECURITY,7,3,MALE,3.33,INTERESTED TO JOIN
Alfred Sanchez,torresmorgan@example.com,MASTERS,FULLSTACK,2,0,MALE,3.71,INTERESTED TO JOIN
Andrea Cardenas,halljillian@example.com,PHD,FRONTEND,1,1,FEMALE,3.3,INTERESTED TO JOIN
